id	title	description	publishedAt	defaultLanguage	country	viewCount	subscriberCount	videoCount
								
UCbzmcyoz_CzJJgHonmkJ23g	"NOVA TV"	"Službeni YouTube kanal Nova TV grupe. Nova TV je prva hrvatska komercijalna televizija s nacionalnom koncesijom, od 2018. u vlasništvu je medijske kompanije Slovenia Broadband, koja je dio vodećeg svjetskog investicijskog fonda KKR. "	2014-07-14T12:45:33Z		HR	387345218	593000	6678
UCMlJ8PqQvhwU1YatgxvHrtA	"Zakon Braće"	"Nekad armija nije, što je jedan brat. Mail: lazarevimatija7@gmail.com █ 22.09. Početak svega... ██ 1000 Subs ✔ 11.10.2016. ███ 5000 Subs ✔ 11.11.2016. ████ 10 000 Subs ✔ 24.11.2016. █████ 20 000 Subs ✔ 05.01.2017. ██████ 50 000 Subs ✔ 26.04.2017. ███████ 100 000 Subs ✔ 30.08.2017. ████████ 200 000 Subs ✔ 27.03.2018. ██████████ ███████████ 1 000 000 Subs - Loading..."	2016-09-22T09:37:08Z		HR	121538723	477000	579
UCgt45fhDQoQM5HLBd3VAqvQ	"DreamLand Sounds"	"Welcome to DreamLand Sounds, the home of the world’s best relaxing music. Tune into some of the best and beautiful music designed specially to help you relax daily. COPYRIGHT © & FAQ ✔ All videos were given a special license directly from the artists and the right holders. ✔ All music on DreamLand Sounds are copyrighted. Best wishes, DreamLand Sounds "	2013-05-24T21:05:00Z		US	144054	421000	34
UCRiCm3PH5riqxXZCHfbQxJQ	"Fire Bass Music "	"Welcome to Fire Bass Music 🔥 Music really been keeping me up and going for a long time, so I created Fire Bass Music, a channel where I promote Artists music after been giving permission to upload their song. Here you can enjoy hottest tracks of different genres like Club Dance, Bigroom,Melbourne Bounce,Progressive,Future Bass and Hands Up. Subscribe! Help us to 500,000. And don't forget to 🔔 turn on notifications because we upload very often upload ►Facebook:https://www.facebook.com/futurebassmix ►Instagram: https://www.instagram.com/futurebassmix/ ►Merch: https://bit.ly/2MYvWoz ✔ Want to get featured? Submit your track: Email: futurebassmix@gmail.com"	2012-12-12T21:19:30Z	en	HR	199340976	428000	2979
UCAH8_gJ49UcWcvBpYjoT13Q	"Mi Klinci"	"Dobrodošli u naš kanal Mi klinci. Mi klinci je platforma za učenje kroz glazbu namijenjena djeci između 2 i 9 godina Nadamo se da ćete prepoznati našu strast za podučavanjem kroz pjesme, te da će se vaša djeca uz naše video klipove zabaviti i mnogo toga naučiti."	2015-04-03T08:36:00Z		HR	316606718	467000	117
UC9ocwnNOrNeF9JE97KlmJqQ	"Dennis Domian"	"Bok ljudi, ja sam Dennis! Rođen sam 23.4.1990 u Rijeci a odrastao sam u Bribiru, malenom mjestu smještenom pokraj Crikvenice. Oduvijek sam se volio kreativno izražavati kroz video, fotografiju, animaciju i glazbu. Ovaj kanal sam otvorio za potrebe već spomenutog kreativnog izražavanja, bijega od realnosti, upoznavanja zanimljivih ljudi i dijeljenja malih porcija svog života. Nadam se da će vam se sav postojeći i budući sadržaj sviđati te ukoliko imate neko pitanje (ili više njih) slobodno me kontaktirajte. Više informacija uskoro na web stranici www.dennisdomian.com"	2013-09-20T17:49:34Z		HR	114418561	425000	406
UCctk3L2M9Dw_EmcVkuAMX4Q	"Sašina Kuhinja"	"Za sve one koji vole kuhati :)"	2007-02-12T16:30:54Z		HR	173518668	446000	1223
UCm3VSb_0u6LOX38LTnOdttg	"Croatia Records"		2007-01-31T15:25:51Z		HR	706485845	441000	4735
UCYcXicWbPZ-p2zQRStpYrEg	MarkoKC	"Pozdrav svima i dobro došli na moj kanal! Moje ime je Marko ,obožavam video igre! Volim se puno zezat,glumit...aaaaaaaaaa i volim uveseljavat ljude! Snimam svaki dan vide koji izlaze u 09:00 i 17:00 popodne! Marko voli svoje Šnitere (ninje) najvišeee! Želim Vam super dan!! 📩 Business Inquiries: markokc022@gmail.com Kad sam zapravo dostigo neke ciljeve : 1000 PRETPLATNIKA : 07.04.2018 HVALA VAM! 10.000 PRETPLATNIKA :10.06.2018 HVALA VAM! 50.000 PRETPLATNIKA: 26.02.2019 OVO JE SAN! 100.000 PRETPLATNIKA : 12:05.2019 --- GAME OVER--- Šalim se!! Sljedece ide 200.000 : 2.4.2020 (lagana prica ) :D 300.000: 26.11.2020 (Nevjerojatno!) ""1KNPB1"""	2018-02-03T14:27:40Z		HR	105693071	398000	858
UCecg9oqifmhkTNEC_Io80pQ	Katrinci	"My glasses are rose-tinted! 🌹 Katarina // Croatian // 19 // she/her "	2014-01-03T18:30:39Z		HR	33055163		78
UChKzDUJC_OzH054LMSmNeGg	"Gloria Berger"	Burazer	2015-08-20T13:04:59Z		HR	77023950	332000	537
UCE2IKH8vYeRHLgaxFu0Paxw	"Progressive Astronaut"	"Founded in 2013, Progressive Astronaut is a carefully curated platform, operating at the heart of the electronic underground. Initiated with the intent of musical exploration, we set out to showcase innovative content to our ever growing community. Established globally, our loyal following embraces our contemporary vision for cutting edge electronic music, as seen through our premieres, podcasts, interviews, free downloads and more. Progressive Astronaut is a platform for discovery, with a healthy blend of emerging artists, along with the scenes most revered names, operating as a central hub where music aficionados, DJs, artists and label managers unite in a thriving environment bound by a passion for music. The continued evolution of dance culture resonates from the core of our platform as we move forward into the future. Come join us. Contact / Promo: progressiveastronaut@gmail.com if you want any of your tunes removed from the channel email me and it will be removed instantly! :)"	2013-09-24T21:27:41Z		HR	72296462	364000	2280
UCo0-Trh1wsURXuQFZaDFtOA	8rasta9		2015-08-31T21:16:46Z		HR	16091725	327000	104
UCHpQ4y8AxUUDDWy_N1iiWkA	GSMaholic	"Do you have an interesting tech device for sale or promotion? Feel free to send your product to a video review on the GSMaholic Youtube channel and reach potential customers more easily! Contact me ➠ ivica.majdan@gmail.com *** Are you a designer, a creator? Do you have any interesting phone concept that you would like to show to a large part of the audience? Do you want people to see your creative work? Feel free to send it to us and we will be happy to publish it! *** GSMaholic ➠ Smartphone Reviews, Rumors, Leaks, Concepts... Your ultimate resource for GSM handset information. GSMaholic ➠ The Best Place for 2022 Concept Phones "	2016-05-20T18:45:48Z		HR	11264639	335000	337
UCUC3Trcu1gNJ4rJZv1W5fTw	brokxn	"Youtube channel focused on lofi, lofi - pop and sad/love pop songs. If you do have any questions, feel free to write us on the e-mail listed below; Email: BrokxnYT@Gmail.com "	2020-04-19T08:43:23.002802Z	en	HR	126899276	408000	115
UCr6FCfJeMgYbLWPiqAOKbYw	DjecjaTV	"Dječja televizija ( DTV ) je prva hrvatska televizija s programom namijenjenim isključivo djeci. Nastaje u produkciji tvrtke Croatia film d.o.o., najstarije hrvatske filmske kuće, osnovane 1946.godine, u sklopu koje su nastali mnogi poznati kratkometražni i dugometražni animinirani filmovi za djecu i odrasle, nekoliko animiranih serijala te mnogo poznatih reklamnih filmova. Na programu Dječje televizije su crtani, igrani i lutkarski serijali te snimljene emisije u kojima sudjeluju djeca, kao što su Top lista, U gostima i Pošalji svoj video."	2009-03-03T09:45:36Z		HR	284853228	312000	1545
UCUJ1Q558nDOgrCkYd-1AoQQ	"Marko Vuletić"		2012-02-29T17:33:28Z		HR	61957320	306000	349
