id	title	description	publishedAt	defaultLanguage	country	viewCount	subscriberCount	videoCount
UC5Hq47BdaKFzU6XwMNIcNtA	"Goran Karan"	"Web page dedicted to croatian singer and songwritter Goran Karan Official youtube channel"	2007-01-02T23:11:53Z		HR	16706810	12200	163
UCg7fllkRG4joeA0S2msc7yA	sylvia	"Just casually playing video games! Instagram: https://www.instagram.com/sylviamitrovic Twitch: https://www.twitch.tv/ssylvia Twitter: https://twitter.com/sylviapubg ️Business inquiries: ssylviapubg@gmail.com Design - Krešimir Mikšić - http://kmiksic.com/"	2019-08-11T19:41:32Z		HR	247885	9740	57
UC9zlWME5503SAUVbHS9sxYg	Zeynah	"Croatian PvP prodigy. My twitter - https://twitter.com/Zeynah and my Telegram @ is also @Zeyynah . Business email - zeynah337@gmail.com"	2014-02-24T20:52:24Z		HR	1151284	10000	271
								
UCCZ4ePP4yrLlS6JL_V1hvTQ	"Isabella Rakonic"	"Razni savjeti i videi s putovanja!"	2012-01-07T17:34:45Z		HR	1083090	10000	21
UCUezDU1Bm6Y0MetFjKUiw2w	"HNK Rijeka"	"Službeni YouTube kanal HNK Rijeka Web stranica: www.nk-rijeka.hr Klupske boje: Bijela i plava Stadion: Stadion HNK RIJEKA (Rujevica) Kapacitet stadiona: 8161 (8161 sjedećih mjesta) Natjecanja: 1.HNL, Hrvatski kup, UEFA Europa League Najviši plasman u Prvoj HNL: 1. mjesto Navijačka skupina: Armada"	2012-06-01T09:33:49Z		HR	6784483	11000	2731
UCQmwa6cNjqcL8FQ9yoffjFA	Nooja	"Pozdrav svima !!! -Na ovom kanalu ce biti glavna igrica Minecraft.. -SkyPvp,Hunger Games,Mini-Games... -Pretplatite se na ovaj kanal i zabavljajte se samnom... -11.5.2015 = 200 PRETPLATNIKA -24.1.2016 = 1000 PRETPLATNIKA -24.6.2016 = 2000 PRETPLATNIKA -28.9.2016 = 3000 PRETPLATNIKA -1.1.2017 = 4000 PRETPLATNIKA -17.2.2017 = 5000 HOLLY SHIT TY! - 20.10.2020 = 10 000 DOČEKAO I TAJ DAN! HVALA. "	2014-08-16T16:50:31Z		HR	2725960	9990	513
UCFlKOS0kltyYeueqeJvHyBA	"Sansen's World"	"Sanda ""Sansen"" Mamic | Streamer on twitch.tv/sansensworld | Loving games since Commodore 64 | Playing multiplayer games | Doing tutorials | Loving every bits of it :) We are on other platforms, too - Twitter / Instagram / TikTok - sansensworld Game on!"	2016-02-18T12:03:35Z		HR	684858	9830	325
UCzkYFmUJB3BzE8hicC14VRw	srele007		2006-08-12T17:41:03Z		HR	12272536	11700	438
UCOimfLHuJicYxeXiF057xag	"Aleks Curac Saric"	"Nazovi me, ne da mi se tipkat. "	2011-09-30T18:57:04Z		HR	1780593	9850	219
