id	title	description	publishedAt	defaultLanguage	country	viewCount	subscriberCount	videoCount
UC07TI_dSDIvcpaFCcK0z-3Q	FoggyProductions	"This channel will cover Trophy guides, let's play videos with commentary, game impressions and some metal guitar covers of my favorite soundtracks from games! Be sure to check me out!"	2010-09-19T16:40:37Z		HR	3014024	2910	1409
UC9C9yQFwrMx7nRI-ADdN_3g	"Maris-Real Estate Croatia- Immobilien Kroatien"	"Das Maris Team besteht momentan aus drei Mitgliedern - Ehepartner Aljoša und Nina Vučetić, ihr Hund Blue und bald kommt auch der Baby-Agent. Der Gründer und Leiter der Firma, Aljoša, beschäftigt sich seit langem mit dem Immobiliengeschäft und liebt und genießt seine Arbeit. Er hat die Firma Maris genannt – das kommt vom lateinischen Wort mare, das das Meer bedeutet, und bei uns wird das als “kommt aus 🇬🇧Maris- Croatian Real Estate Agency specialised in properties located in Istra, Croatia. We can offer you: - Stone houses for sale, - Luxury villas and apartments for sale, - Real estate close to the sea and overlooking the sea for sale, - Building land with an attractive view for sale. Also we offer help with the reconstruction or construction of your property with the help of our long-term trusted partner. We will be glad to help you find your home in Croatia! e-mail: info@maris.hr tel.+ 385 (0) 52 501 333 + 385 (0) 098 1900 688 Subscribe now, and join to our Maris team"	2011-06-25T06:34:35Z	en-GB	HR	1955942	1800	380
UCFSKt5K1llIpKjVv3tNVf8g	"Croatian Farmer"	" Dobrodošli na naš kanal! • Za sve ljude koji vole poljoprivredu • Možete vidjeti video klipove sa više gospodarstava i sa različitom mehanizacijom Gospodarstvo se bavi ratarstvom(uzgajamo pšenicu,ječam,kukuruz i suncokret) na površini oko 60 ha Za više sadržaja Like,Share i Sub! • OPREMA ZA SNIMANJE • Sj Cam 6000 Legend Samsung Galaxy A52 Dron DJI Mavic Mini • EDIT PROGRAM • Sony Vegas 16 OpenShot Video Editor "	2016-10-15T19:11:46Z	hr	HR	1178569	3910	230
UC00Cxq0D-SrCT1drRSXiR6g	tole_yt		2013-09-10T17:38:19Z		HR	60083	1390	145
UC8faiaGSlBN-_fDSBajddMA	"Life of a Board Gamer"	"This channel contains bad humor, cheesy jokes, one geek speaking in bad English about board game related stuff. And video logs. And all other geek related stuff. Of course."	2016-09-13T18:07:32Z		HR	285011	1720	694
UCPcTDIJaaC9dcylA1HoWIug	"Damir Radnic"		2011-09-29T10:35:31Z		HR	1598723	1530	127
UCwNrXEzootIdcErA1jZ80Ww	"Радохна Грмечки"	"Радохна Грмечки је истраживач и сакупљач старих српских имена, превасходно народних српских имена. Сврха мојих снимака јесте пробудити свијест о старим српским именима, те њиховом смислу, те покушати сачувати у животу оне који су и дан данас још увијек жива, по могућству покушати неко оживјети из заборава. Извори из којих то налазим су средњовјековне српске повеље, пописи становништва, поменици рођених, крштених, умрлих, турски пописи становништва, те понеко нововјековно име које осмишљено по узору на стара имена, са народним особинама."	2016-12-10T21:59:47Z	sr	HR	115930	2170	125
UCnybyg5ylFnRbZ8MGz06UCQ	"Finding inspiration with Sandra"	"This channel was at first for learning languages but now is all about being inspired, mostly with content related to Korea and Korean culture. If you want to learn more about Korea, Korean culture and watch interviews with people who are living/lived there, subscribe to my youtube channel :) "	2019-08-08T17:32:51Z		HR	79801	1610	105
UCZlofVA2tI7v2anH1LB0d9Q	"Petra Dolezal"	"New video every Saturday!"	2015-07-02T13:15:00Z		HR	0	1390	0
UCYMTLwhq8SgoafxnmW7_WQw	"VOLIM & KUHAM"	"Pozdrav svima! Moje ime je Marinela, studentica sam fizike koja se od učenja odmara spremanjem kolača. Ukoliko Vam se moji recepti sviđaju, podržite me komentarima, lajkovima i pretplatom na moj kanal!"	2018-10-03T18:59:09Z		HR	342511	1610	65
